TIME,Vgs,Iout,Vo,R
3.8544e-06,1.2,0.8,1120.0,1400.0
3.8552e-06,1.2,0.8,1120.0,1400.0
3.856e-06,2.0,1.2000000000000002,1120.0,933.3333333333331
3.8568e-06,1.6,0.8,1120.0,1400.0
3.8576e-06,1.6,0.8,1120.0,1400.0
3.8584e-06,2.0,1.2000000000000002,1120.0,933.3333333333331
3.8592e-06,1.6,0.8,1120.0,1400.0
3.86e-06,1.6,0.8,1280.0,1600.0
3.8608e-06,1.6,0.8,1120.0,1400.0
3.8616e-06,1.6,0.8,1120.0,1400.0
3.8624e-06,1.6,0.4,1120.0,2800.0
3.8632e-06,1.2,0.8,1120.0,1400.0
3.864e-06,1.6,0.8,1120.0,1400.0
3.8648e-06,1.6,0.8,1120.0,1400.0
3.8656e-06,1.6,0.8,1280.0,1600.0
3.8664e-06,1.6,0.8,1120.0,1400.0
3.8672e-06,1.6,0.8,1120.0,1400.0
3.868e-06,1.6,0.8,1120.0,1400.0
3.8688e-06,1.6,0.8,1120.0,1400.0
3.8696e-06,1.6,0.8,1120.0,1400.0
3.8704e-06,2.0,0.8,1120.0,1400.0
3.8712e-06,1.6,0.8,1280.0,1600.0
3.872e-06,2.0,0.8,1120.0,1400.0
3.8728e-06,2.0,0.8,1120.0,1400.0
3.8736e-06,2.0,0.8,1120.0,1400.0
3.8744e-06,1.6,0.8,1120.0,1400.0
3.8752e-06,1.6,1.2000000000000002,1280.0,1066.6666666666665
3.876e-06,1.6,0.8,1120.0,1400.0
3.8768e-06,1.6,0.8,1120.0,1400.0
3.8776e-06,1.6,1.2000000000000002,1120.0,933.3333333333331
3.8784e-06,1.6,0.8,1120.0,1400.0
3.8792e-06,1.6,0.8,1120.0,1400.0
3.88e-06,1.2,0.8,1120.0,1400.0
3.8808e-06,1.2,0.8,1280.0,1600.0
3.8816e-06,1.2,0.8,1120.0,1400.0
3.8824e-06,1.2,0.8,1120.0,1400.0
3.8832e-06,1.2,0.8,1280.0,1600.0
3.884e-06,1.2,1.2000000000000002,1120.0,933.3333333333331
3.8848e-06,1.2,0.8,1120.0,1400.0
3.8856e-06,1.2,0.8,1120.0,1400.0
3.8864e-06,1.6,0.8,1120.0,1400.0
3.8872e-06,1.6,0.8,1120.0,1400.0
3.888e-06,1.6,1.2000000000000002,1120.0,933.3333333333331
3.8888e-06,1.6,0.8,1280.0,1600.0
3.8896e-06,1.6,0.8,1120.0,1400.0
3.8904e-06,1.6,0.8,1120.0,1400.0
3.8912e-06,1.6,0.8,1280.0,1600.0
3.892e-06,1.2,0.8,1120.0,1400.0
3.8928e-06,2.0,0.8,1280.0,1600.0
3.8936e-06,1.6,0.8,1120.0,1400.0
3.8944e-06,1.6,0.8,1120.0,1400.0
3.8952e-06,1.6,1.2000000000000002,1120.0,933.3333333333331
3.896e-06,1.2,0.8,1120.0,1400.0
3.8968e-06,1.2,0.8,1280.0,1600.0
3.8976e-06,1.2,0.8,1280.0,1600.0
3.8984e-06,1.2,1.2000000000000002,1280.0,1066.6666666666665
